391	53
392	37
393	105
394	1567
395	52
396	1069
400	83
401	91
402	226
403	53
404	473
405	395
406	37
410	18
411	710
412	81
413	33
414	707
415	96
416	2392
420	427
421	345
422	1533
423	32
424	679
426	53
430	81
431	710
432	246
433	710
434	491
435	652
436	395
440	60
441	66
442	105
443	91
444	697
445	358
446	1474
450	444
451	102
452	323
453	395
454	127
455	90
456	368
460	710
461	33
462	1367
463	746
464	817
465	707
466	1087
470	246
471	652
472	18
473	1533
474	702
475	323
476	81
480	81
481	436
482	7
483	148
484	1367
485	91
486	132
490	1558
491	654
492	53
493	1567
494	2104
495	148
496	1461
500	697
501	91
502	809
503	931
504	375
505	603
506	1315
510	2668
511	53
512	91
513	921
514	498
515	2796
516	733
520	95
521	78
522	345
523	99
524	972
525	323
526	1111
530	28
531	436
532	32
533	888
534	32
535	1808
536	91
540	37
541	46
542	25
543	1474
544	3136
545	2104
546	61
550	1863
551	148
552	148
553	132
554	99
555	1768
556	652
560	652
561	83
562	381
563	70
564	864
565	2104
566	568
570	99
571	275
572	746
573	663
574	19
575	972
576	751
580	91
581	99
582	384
583	25
584	24
585	1786
586	2668
590	91
591	345
592	3260
593	415
594	422
595	32
596	415
600	148
601	79
602	24
603	81
604	320
605	2773
606	972
610	66
611	394
612	102
613	226
614	381
615	699
616	702
620	391
621	66
622	1355
623	2977
624	19
625	1438
626	291
630	18
631	1137
632	1069
633	1195
634	83
635	66
636	439
640	3189
641	395
642	19
643	663
644	395
645	931
646	427
650	91
651	1558
652	62
653	323
654	103
655	615
656	1215
660	657
661	1367
662	1567
663	217
664	354
665	478
666	41
670	85
671	53
673	148
674	81
675	81
676	1093
680	652
681	91
682	105
683	1491
684	135
685	146
686	102
690	148
691	60
692	90
693	83
694	29
695	32
696	383
700	85
701	102
702	2190
703	436
704	81
705	226
706	1209
710	702
711	707
712	25
713	118
714	412
715	226
716	92
720	468
721	343
722	682
723	345
724	81
725	1111
726	323
730	91
731	19
732	85
733	1845
734	427
735	37
736	865
740	427
741	37
742	1847
743	91
744	91
745	19
746	2392
750	415
751	439
752	148
753	437
754	3280
755	177
756	1111
760	657
761	521
762	567
763	70
764	357
765	746
766	1461
770	3056
771	3080
772	746
773	37
774	1367
775	275
776	28
780	65
781	115
782	81
783	148
784	568
785	2104
786	407
790	437
791	528
792	1093
793	427
794	275
795	37
796	751
800	211
801	148
802	345
803	1367
804	24
805	369
806	284
810	148
811	90
812	975
813	91
814	32
815	32
816	148
820	442
821	62
822	324
823	415
824	29
825	215
826	101
830	2668
831	19
832	468
833	19
834	91
835	1063
836	2581
840	2904
841	1558
842	148
843	1086
844	7
845	118
846	91
850	28
851	81
852	18
853	380
854	1548
855	1367
856	412
860	427
861	2104
862	127
863	427
864	24
865	41
866	597
870	19
871	148
872	186
873	91
874	2045
875	148
876	1799
880	91
881	55
882	364
883	654
884	1111
885	707
886	2780
890	568
891	1269
892	81
893	2211
894	468
895	81
896	417
900	83
901	53
902	927
903	1688
904	697
905	323
906	972
910	1508
911	150
912	746
913	85
914	2392
915	1367
916	68
920	437
921	90
922	346
923	345
924	755
925	91
926	755
930	91
931	85
932	755
933	19
934	41
935	70
936	91
940	2668
941	658
942	146
943	148
944	652
945	1564
946	1111
950	583
951	1093
952	103
953	47
954	79
955	402
956	657
960	381
961	37
962	3106
963	433
964	758
965	422
966	931
970	241
971	91
972	469
973	660
974	2247
975	226
976	1367
980	132
981	10
982	1367
983	226
984	37
985	679
986	710
990	652
991	61
992	81
993	2151
994	1367
995	1845
996	60
1000	85
1001	85
1002	381
1003	427
1004	1146
1005	32
1006	863
1010	90
1011	440
1012	102
1013	456
1014	18
1015	710
1016	317
1020	427
1021	92
1022	105
1023	83
1024	343
1025	679
1026	442
1030	1063
1031	91
1032	1367
1033	71
1034	652
1035	37
1036	407
1040	85
1041	291
1042	2104
1043	2211
1044	437
1045	358
1046	1214
1050	422
1051	454
1052	427
1053	32
1054	19
1055	3062
1056	1845
1060	422
1061	66
1062	1367
1063	81
1064	422
1065	148
1066	90
1070	37
1071	1722
1072	3129
1073	399
1074	710
1075	1799
1076	1808
1080	758
1081	91
1082	343
1083	96
1084	19
1085	52
1086	133
1090	99
1091	2581
1092	468
1093	850
1094	37
1095	47
1096	2190
1100	53
1101	3136
1102	395
1103	91
1104	226
1105	657
1106	148
1110	437
1111	498
1112	85
1113	427
1114	637
1115	115
1116	865
1120	1150
1121	468
1122	148
1123	1999
1124	1652
1125	437
1126	24
1130	555
1131	427
1132	151
1133	755
1134	53
1135	148
1136	437
1140	628
1141	637
1142	837
1143	707
1144	860
1145	68
1146	226
1150	395
1151	758
1152	422
1153	427
1154	1367
1155	37
1156	375
1160	1986
1161	79
1162	71
1163	568
1164	642
1165	151
1166	1845
1170	422
1171	158
1172	20
1173	345
1174	2581
1175	68
1176	81
1180	746
1181	217
1182	555
1183	1063
1184	381
1185	81
1186	37
1190	427
1191	90
1192	83
1193	39
1194	654
1195	32
1196	422
1200	1215
1201	320
1202	2581
1203	37
1204	2794
1205	422
1206	972
1210	536
1211	697
1212	1514
1213	105
1214	454
1215	55
1216	41
1220	105
1221	657
1222	427
1223	18
1224	83
1225	415
1226	345
1230	28
1231	707
1232	28
1233	1367
1234	19
1235	101
1236	1558
1240	1514
1241	1146
1242	1069
1243	83
1244	1367
1245	1092
1246	3071
1250	427
1251	91
1252	28
1253	772
1254	18
1255	707
1256	81
1260	1533
1261	323
1262	91
1263	131
1264	1508
1265	693
1266	921
1270	235
1271	460
1272	1786
1273	412
1274	422
1275	28
1276	373
1280	7
1281	2104
1282	60
1283	148
1284	1063
1285	117
1286	81
1290	438
1291	427
1292	337
1293	19
1294	345
1295	2104
1296	1063
1300	2104
1301	442
1302	746
1303	422
1304	32
1305	148
1306	37
1310	148
1311	345
1312	353
1313	3204
1314	755
1315	755
1316	261
1320	258
1321	83
1322	215
1323	82
1324	1063
1325	275
1326	972
1330	37
1331	90
1332	132
1333	288
1334	427
1335	1558
1336	81
1340	579
1341	345
1342	70
1343	663
1344	395
1345	682
1346	1069
1350	2015
1351	323
1352	2581
1353	323
1354	32
1355	1558
1356	1215
1360	1214
1361	1034
1362	422
1363	2581
1364	241
1365	241
1366	1558
1370	395
1371	439
1372	91
1373	275
1374	32
1375	66
1376	555
1380	52
1381	81
1382	19
1383	90
1384	412
1385	555
1386	132
1390	148
1391	127
1392	2581
1393	24
1394	1558
1395	298
1396	755
1400	391
1401	822
1402	1263
1403	469
1404	91
1405	97
1406	608
1410	395
1411	2217
1412	103
1413	18
1414	39
1415	275
1416	26
1420	1558
1421	71
1422	931
1423	412
1424	343
1425	710
1426	442
1430	883
1431	555
1432	1847
1433	37
1434	555
1435	1326
1436	415
1440	91
1441	190
1442	422
1443	91
1444	53
1445	353
1446	746
1450	583
1451	33
1452	2581
1453	478
1454	2581
1455	379
1456	2780
1460	2104
1461	1514
1462	87
1463	7
1464	395
1465	85
1466	1034
1470	755
1471	382
1472	369
1473	33
1474	395
1475	345
1476	437
1480	436
1481	70
1482	1367
1483	32
1484	32
1485	19
1486	148
1490	7
1491	85
1492	81
1493	1567
1494	738
1495	60
1496	81
1500	53
1501	81
1502	568
1503	32
1504	146
1505	707
1506	746
1510	568
1511	2104
1512	2174
1513	53
1514	2104
1515	91
1516	91
1520	148
1521	1146
1522	538
1523	132
1524	277
1525	1242
1526	1461
1530	437
1531	1367
1532	91
1533	90
1534	2076
1535	345
1536	20
1540	91
1541	427
1542	1845
1543	353
1544	1215
1545	381
1546	353
1550	443
1551	2904
1552	81
1553	375
1554	364
1555	132
1556	118
1560	132
1561	19
1562	682
1563	1845
1564	65
1565	2392
1566	972
1570	1847
1571	710
1572	103
1573	2104
1574	498
1575	32
1576	568
1580	381
1581	442
1582	33
1583	90
1584	437
1585	1367
1586	1461
1590	68
1591	422
1592	3071
1593	85
1594	226
1595	1674
1596	69
1600	679
1601	258
1602	773
1603	2581
1604	83
1605	652
1606	437
1610	437
1611	55
1612	97
1613	422
1614	24
1615	37
1616	19
1620	91
1621	323
1622	115
1623	568
1624	1069
1625	32
1626	1567
1630	3071
1631	1063
1632	710
1633	28
1634	381
1635	755
1636	226
1640	2668
1641	81
1642	2875
1643	70
1644	1680
1645	682
1646	295
1650	92
1651	71
1652	226
1653	102
1654	24
1655	353
1656	652
1660	226
1661	37
1662	148
1663	37
1664	37
1665	146
1666	424
1670	433
1671	91
1672	345
1673	91
1674	637
1675	32
1676	702
1680	148
1681	437
1682	1474
1683	91
1684	150
1685	368
1686	366
1690	81
1691	1461
1692	37
1693	81
1694	364
1695	1367
1696	32
1700	679
1701	427
1702	663
1703	81
1704	343
1705	597
1706	1327
1710	2104
1711	91
1712	413
1713	1831
1714	1194
1715	696
1716	61
1720	412
1721	19
1722	491
1723	1845
1724	437
1725	682
1726	103
1730	536
1731	657
1732	52
1733	346
1734	498
1735	1080
1736	275
1740	888
1741	850
1742	422
1743	52
1744	1097
1745	444
1746	442
1750	345
1751	2511
1752	755
1753	864
1754	279
1755	1367
1756	53
1760	412
1761	2904
1762	66
1763	802
1764	29
1765	422
1766	926
1770	53
1771	758
1772	148
1773	19
1774	132
1775	61
1776	345
1780	130
1781	1558
1782	568
1783	364
1784	654
1785	82
1786	91
1790	52
1791	24
1792	1558
1793	888
1794	427
1795	91
1796	20
1800	7
1801	105
1802	395
1803	99
1804	103
1805	68
1806	1544
1810	103
1811	148
1812	663
1813	83
1814	132
1815	61
1816	817
1820	2929
1821	422
1822	127
1823	746
1824	1367
1825	738
1826	91
1830	148
1831	103
1832	364
1833	105
1834	1567
1835	1508
1836	177
1840	32
1841	7
1842	81
1843	650
1844	68
1846	418
1850	395
1851	132
1852	148
1853	602
1854	103
1855	115
1856	53
1860	528
1861	116
1862	593
1863	1548
1864	755
1865	32
1866	1146
1870	2780
1871	91
1872	2157
1873	654
1874	37
1875	71
1876	56
1880	1367
1881	413
1882	102
1883	90
1884	32
1885	78
1886	422
1890	1648
1891	105
1892	372
1893	99
1894	306
1895	53
1896	491
1900	91
1901	53
1902	1326
1903	323
1904	1164
1905	2359
1906	2392
1910	710
1911	90
1912	637
1913	129
1914	702
1915	1474
1916	81
1920	95
1921	37
1922	648
1923	3096
1924	2104
1925	91
1926	19
1930	3204
1931	1093
1932	275
1933	226
1934	148
1935	1847
1936	817
1940	755
1941	427
1942	7
1943	99
1944	1558
1945	91
1946	28
1950	682
1951	148
1952	1799
1953	53
1954	2104
1955	91
1956	1474
1960	372
1962	53
1963	77
1964	487
1965	682
1966	373
1970	381
1971	679
1972	132
1973	345
1974	1367
1975	211
1976	568
1980	2729
1981	7
1982	412
1983	427
1984	127
1985	391
1986	621
1990	37
1991	357
1992	164
1993	652
1994	32
1995	441
1996	415
2000	33
2001	2208
2002	1150
2003	20
2004	85
2005	746
2006	102
2010	98
2011	275
2012	7
2013	972
2014	1548
2015	275
2016	83
2020	148
2021	2217
2022	472
2023	375
2024	79
2025	751
2026	2904
2030	81
2031	226
2032	412
2033	177
2034	412
2035	148
2036	81
2040	427
2041	1514
2042	129
2043	85
2044	18
2045	427
2046	415
2050	1093
2051	1149
2052	151
2053	132
2054	52
2055	652
2056	1544
2060	81
2061	91
2062	817
2063	19
2064	81
2065	422
2066	38
2070	148
2071	1069
2072	151
2073	81
2074	99
2075	495
2076	1063
2080	81
2081	1063
2082	2039
2083	1146
2084	1326
2085	1456
2086	148
2090	132
2091	746
2092	91
2093	10
2094	888
2095	555
2096	19
2100	437
2101	92
2102	53
2103	226
2104	118
2105	2419
2106	654
2110	89
2111	100
2112	427
2113	1786
2114	345
2115	150
2116	1367
2120	568
2121	246
2122	135
2123	395
2124	333
2125	755
2126	148
2130	1367
2131	345
2132	369
2133	46
2134	32
2135	648
2136	19
2140	679
2141	568
2142	697
2143	132
2144	654
2145	33
2146	427
2150	2875
2151	19
2152	568
2153	291
2154	1069
2155	1097
2156	682
2160	528
2161	226
2162	52
2163	148
2164	132
2165	66
2166	1786
2170	91
2171	1093
2172	3136
2173	460
2174	47
2175	81
2176	53
2180	38
2181	771
2182	1485
2183	33
2184	657
2185	18
2186	105
2190	1831
2191	1533
2192	324
2193	37
2194	809
2195	323
2196	91
2200	150
2201	132
2202	468
2203	19
2204	755
2205	81
2206	33
2210	90
2211	91
2212	1508
2213	427
2214	226
2215	37
2216	1863
2220	710
2221	1533
2222	146
2223	1922
2224	151
2225	323
2226	555
2230	52
2231	7
2232	395
2233	671
2234	381
2235	1808
2236	30
2240	2668
2241	395
2242	1922
2243	2145
2244	394
2245	1367
2246	1847
2250	381
2251	1326
2252	53
2253	710
2254	1845
2255	81
2256	345
2260	1533
2261	1567
2262	345
2263	37
2264	951
2265	1269
2266	61
2270	679
2271	148
2272	468
2273	2581
2274	91
2275	329
2276	427
2280	697
2281	755
2282	261
2283	99
2284	33
2285	608
2286	1558
2290	2392
2291	2145
2292	91
2293	91
2294	60
2295	127
2296	568
2300	536
2301	2668
2302	91
2303	568
2304	19
2305	2796
2306	211
2310	567
2311	2392
2312	538
2313	177
2314	24
2315	395
2316	2895
2320	555
2321	37
2322	682
2323	258
2324	1680
2325	358
2326	921
2330	275
2331	83
2332	2104
2333	652
2334	323
2335	148
2336	91
2340	90
2341	437
2342	657
2343	1327
2344	102
2345	654
2346	358
2350	241
2351	427
2352	275
2353	148
2354	115
2355	1680
2356	1069
2360	150
2361	148
2362	422
2363	70
2364	7
2365	710
2366	81
2370	148
2371	1558
2372	1214
2373	32
2374	66
2375	20
2376	364
2380	55
2381	83
2382	867
2383	103
2385	412
2386	24
2390	91
2391	345
2392	264
2393	1146
2394	427
2395	358
2396	415
2401	101
2402	707
2403	415
2404	1367
2405	91
2406	415
2410	53
2411	751
2412	148
2413	2230
2414	47
2415	68
2416	7
2420	345
2421	291
2422	570
2423	61
2424	275
2425	24
2426	212
2430	53
2431	358
2432	291
2433	375
2434	53
2435	358
2436	972
2440	91
2441	443
2442	345
2443	32
2444	105
2445	283
2446	323
2450	2104
2451	132
2452	888
2453	460
2454	323
2455	1558
2456	99
2460	115
2461	1880
2462	2581
2463	346
2464	309
2465	323
2466	53
2470	995
2471	91
2472	710
2473	146
2474	3071
2475	2614
2476	52
2480	2104
2481	375
2482	710
2483	132
2484	61
2485	654
2486	32
2490	931
2491	117
2492	275
2493	1680
2494	2104
2495	1799
2496	682
2500	83
2501	7
2502	568
2503	78
2504	47
2505	55
2506	20
2510	566
2511	148
2512	19
2513	38
2514	427
2515	323
2516	83
2520	19
2521	382
2522	682
2523	325
2524	1034
2525	422
2526	2392
2530	150
2531	443
2532	7
2533	132
2534	19
2535	148
2536	217
2540	353
2541	19
2542	433
2543	7
2544	1558
2545	755
2546	440
2550	91
2551	771
2552	3106
2553	657
2554	436
2555	357
2556	1214
2560	555
2561	97
2562	3056
2563	323
2564	151
2565	656
2566	427
2570	148
2571	115
2572	1461
2573	346
2574	226
2575	148
2576	258
2580	343
2581	135
2582	132
2583	18
2584	2151
2585	81
2586	19
2590	2581
2591	1063
2592	536
2593	771
2594	345
2595	24
2596	395
2600	2104
2601	53
2602	412
2603	18
2604	1326
2605	148
2606	1829
2610	2104
2611	863
2612	133
2613	71
2614	422
2615	415
2616	148
2620	37
2621	92
2622	323
2623	652
2624	148
2625	53
2626	468
2630	19
2631	1146
2632	656
2633	68
2634	83
2635	1063
2636	415
2640	164
2641	771
2642	427
2643	98
2644	52
2645	710
2646	346
2650	597
2651	3038
2652	412
2653	97
2654	20
2655	671
2656	91
2660	99
2661	148
2662	1567
2663	657
2664	422
2665	395
2666	559
2670	2392
2671	395
2672	710
2673	345
2674	3112
2675	133
2676	53
2680	553
2681	1999
2682	91
2683	68
2684	422
2685	66
2686	81
2690	95
2691	657
2692	95
2693	817
2694	1514
2695	442
2696	131
2700	37
2701	32
2702	148
2703	1548
2704	1847
2705	751
2706	90
2710	1367
2711	345
2712	1367
2713	148
2714	1269
2715	323
2716	226
2720	164
2721	657
2722	91
2723	132
2724	536
2725	702
2726	654
2730	427
2731	246
2732	809
2733	763
2734	650
2735	2904
2736	394
2740	33
2741	682
2742	47
2743	1315
2744	97
2745	226
2746	90
2750	284
2751	2780
2752	164
2753	345
2754	329
2755	428
2756	972
2760	261
2761	32
2762	19
2763	755
2764	24
2765	555
2766	148
2770	323
2771	422
2772	226
2773	710
2774	1367
2775	103
2776	32
2780	1122
2781	18
2782	90
2783	1845
2784	150
2785	424
2786	1367
2790	115
2791	707
2792	412
2793	148
2794	52
2795	679
2796	652
2800	127
2801	85
2802	637
2803	24
2804	1558
2805	381
2806	32
2810	710
2811	2705
2812	24
2813	32
2814	468
2815	53
2816	652
2820	33
2821	1786
2822	105
2823	61
2824	346
2825	32
2826	654
2830	652
2831	148
2832	1885
2833	24
2834	931
2835	652
2836	132
2840	91
2841	33
2842	884
2843	422
2844	24
2845	226
2846	931
2850	921
2851	77
2852	412
2853	38
2854	375
2855	148
2856	707
2860	437
2861	28
2862	275
2863	79
2864	972
2865	298
2866	32
2870	83
2871	1367
2872	1558
2873	53
2874	2385
2875	3106
2876	654
2880	17
2881	1461
2882	91
2883	345
2884	1146
2885	70
2886	105
2890	1093
2891	275
2892	91
2893	158
2894	103
2895	415
2896	37
2901	1680
2902	538
2903	1140
2904	390
2905	561
2906	20
2910	226
2911	83
2912	83
2913	734
2914	148
2915	18
2916	99
2920	346
2921	1558
2922	102
2923	37
2924	381
2925	2104
2926	53
2930	710
2931	246
2932	437
2933	427
2934	53
2935	68
2936	32
2940	1508
2941	657
2942	52
2943	32
2944	652
2945	682
2946	32
2950	323
2951	1979
2952	99
2953	1786
2954	415
2955	931
2956	568
2960	52
2961	427
2962	83
2963	528
2964	91
2965	53
2966	146
2970	91
2971	375
2972	19
2973	7
2974	81
2975	70
2976	353
2980	375
2981	66
2982	437
2983	81
2984	78
2985	1326
2986	1150
2990	53
2991	469
2992	710
2993	755
2994	90
2995	468
2996	3062
3000	7
3001	381
3002	323
3003	433
3004	2743
3005	2980
3006	25
3010	61
3011	1986
3012	2392
3013	117
3014	2104
3015	226
3016	2713
3020	7
3021	847
3022	19
3023	972
3024	246
3025	391
3026	1095
3030	83
3031	1674
3032	1355
3033	679
3034	682
3035	710
3036	81
3040	375
3041	1514
3042	132
3043	3038
3044	146
3045	654
3046	91
3050	684
3051	70
3052	433
3053	277
3054	320
3055	345
3056	37
3060	682
3061	37
3062	85
3063	37
3064	345
3065	357
3066	883
3070	95
3071	83
3072	1886
3073	129
3074	1845
3075	7
3076	751
3080	100
3081	99
3082	648
3083	2581
3084	1558
3085	226
3086	32
3090	83
3091	809
3092	439
3093	115
3094	70
3095	1241
3096	1558
3100	865
3101	391
3102	427
3103	1544
3104	61
3105	2616
3106	32
3110	132
3111	70
3112	710
3113	657
3114	19
3115	2157
3116	323
3120	91
3121	1215
3122	805
3123	52
3124	422
3125	422
3126	19
3130	427
3131	37
3132	746
3133	412
3134	81
3135	99
3136	91
3140	926
3141	1786
3142	1269
3143	148
3144	68
3145	395
3146	226
3150	323
3151	437
3152	422
3153	1831
3154	50
3155	68
3156	323
3160	555
3161	99
3162	373
3163	79
3164	90
3165	32
3166	32
3170	32
3171	2904
3172	373
3173	115
3174	1367
3175	1069
3176	2904
3180	710
3181	103
3182	755
3183	2617
3184	345
3185	32
3186	3038
3190	1461
3191	660
3192	381
3193	19
3194	755
3195	226
3196	2904
3200	679
3201	422
3202	395
3203	679
3204	275
3205	468
3206	927
3210	17
3211	710
3212	657
3213	710
3214	427
3215	148
3216	32
3220	1799
3221	345
3222	39
3223	81
3224	360
3225	888
3226	597
3230	1146
3231	60
3232	2189
3233	373
3234	1680
3235	422
3236	61
3240	1514
3241	19
3242	437
3243	368
3244	3248
3245	148
3246	115
3250	261
3251	568
3252	7
3253	1680
3254	1558
3255	1558
3256	381
3260	91
3261	148
3262	710
3263	2104
3264	663
3265	498
3266	99
3270	103
3271	81
3272	1327
3273	121
3274	1558
3275	673
3276	2581
3280	345
3281	7
3282	1514
3283	495
3284	373
3285	821
3286	53
3290	413
3291	103
3292	395
3293	100
3294	3056
3295	615
3296	148
3300	395
3301	427
3302	454
3303	70
3304	1087
3305	345
3306	682
3310	2190
3311	19
3312	275
3313	508
3314	654
3315	597
3316	85
3320	412
3321	103
3322	91
3323	888
3324	679
3325	343
3326	24
3330	52
3331	746
3332	424
3333	568
3334	37
3335	1150
3336	81
3340	53
3341	60
3342	436
3343	24
3344	442
3345	52
3346	746
3350	132
3351	1493
3352	1461
3353	602
3354	83
3355	345
3356	81
3360	1539
3361	469
3362	20
3363	755
3364	863
3365	20
3366	422
3370	32
3371	99
3372	148
3373	19
3374	478
3375	55
3376	702
3380	568
3381	69
3382	652
3383	682
3384	2773
3385	70
3386	1845
3390	434
3391	226
3392	373
3393	555
3394	1269
3395	671
3396	375
3400	375
3401	148
3402	91
3403	345
3404	81
3405	1680
3406	220
3410	345
3411	79
3412	555
3413	1532
3414	707
3415	148
3416	415
3420	90
3421	755
3422	177
3423	1765
3424	148
3425	353
3426	2392
3430	91
3431	1671
3432	375
3433	422
3434	632
3435	47
3436	568
3440	652
3441	33
3442	710
3443	436
3444	427
3445	148
3446	148
3450	19
3451	19
3452	755
3453	100
3454	37
3455	91
3456	469
3460	454
3461	1539
3462	78
3463	52
3464	972
3465	81
3466	2717
3470	20
3471	809
3472	55
3473	97
3474	364
3475	859
3476	2511
3480	3071
3481	115
3482	148
3483	150
3484	422
3485	395
3486	972
3490	53
3491	81
3492	264
3493	437
3494	381
3495	357
3496	653
3500	52
3501	427
3502	1831
3503	10
3504	383
3505	32
3506	710
3510	383
3511	657
3512	1146
3513	1548
3514	763
3515	1111
3516	615
3520	427
3521	1086
3522	2581
3523	275
3524	1364
3525	1558
3526	1214
3530	99
3531	422
3532	422
3533	682
3534	648
3535	427
3536	2392
3540	323
3541	1671
3542	132
3543	460
3544	751
3545	99
3546	391
3550	99
3551	1491
3552	1335
3553	361
3554	81
3555	32
3556	90
3560	91
3561	148
3562	710
3563	427
3564	61
3565	70
3566	91
3570	395
3571	468
3572	926
3573	1056
3574	148
3575	127
3576	568
3580	19
3581	90
3582	710
3583	323
3584	454
3585	24
3586	32
3590	1146
3591	70
3592	53
3593	345
3594	323
3595	345
3596	91
3600	652
3602	662
3603	354
3604	2151
3605	2581
3606	226
3610	99
3611	1367
3612	83
3613	2104
3614	148
3615	20
3616	18
3620	1069
3621	19
3622	85
3623	323
3624	850
3625	52
3626	2104
3630	437
3631	211
3632	323
3633	2778
3634	422
3635	343
3636	1768
3640	2104
3641	375
3642	3163
3643	2581
3644	19
3645	33
3646	81
3650	18
3651	682
3652	82
3653	55
3654	972
3655	437
3656	422
3660	91
3661	1533
3662	92
3663	412
3664	32
3665	395
3666	440
3670	568
3671	505
3672	373
3673	177
3674	345
3675	52
3676	20
3680	564
3681	1367
3682	1643
3683	1558
3684	1558
3685	2581
3686	91
3690	1558
3691	1845
3692	148
3693	295
3694	746
3695	298
3696	32
3700	2668
3701	275
3702	805
3703	226
3704	568
3705	37
3706	91
3710	2668
3711	95
3712	62
3713	395
3714	921
3715	41
3716	1627
3720	710
3721	37
3722	1680
3723	91
3724	103
3725	81
3726	84
3730	1539
3731	3189
3732	402
3733	364
3734	379
3735	102
3736	53
3740	52
3741	118
3742	617
3743	2780
3744	298
3745	1367
3746	373
3750	415
3751	66
3752	442
3753	24
3754	105
3755	555
3756	817
3760	1533
3761	29
3762	343
3763	103
3764	66
3765	32
3766	116
3770	17
3771	746
3772	1548
3773	30
3774	91
3775	37
3776	32
3780	17
3781	1461
3782	1367
3783	226
3784	85
3785	66
3786	437
3790	375
3791	422
3792	129
3793	568
3794	28
3795	395
3796	710
3800	456
3801	19
3802	1567
3803	226
3804	2779
3805	364
3806	383
3810	53
3811	358
3812	931
3813	437
3814	652
3815	1111
3816	1080
3820	66
3821	702
3822	2151
3823	103
3824	2104
3825	226
3826	437
3830	32
3831	662
3832	132
3833	391
3834	60
3835	264
3836	1680
3840	79
3841	710
3842	345
3843	87
3844	90
3845	226
3846	375
3850	758
3851	469
3852	132
3853	394
3854	1367
3855	99
3856	615
3860	427
3861	91
3862	696
3863	32
3864	91
3865	148
3866	115
3870	135
3871	931
3872	682
3873	1367
3874	55
3875	1410
3876	37
3880	60
3881	17
3882	102
3883	345
3884	343
3885	710
3886	652
3890	427
3891	18
3892	53
3893	2392
3894	710
3895	32
3896	36
3900	148
3901	1152
3902	20
3903	53
3904	817
3905	1461
3906	37
3910	3071
3911	37
3912	427
3913	217
3914	415
3915	61
3916	177
3920	61
3921	116
3922	53
3923	90
3924	3106
3925	1234
3926	61
3930	20
3931	29
3932	1786
3933	81
3934	1034
3935	679
3936	2392
3940	437
3941	132
3942	1327
3943	323
3944	422
3945	20
3946	375
3950	710
3951	413
3952	91
3953	60
3954	32
3955	364
3956	101
3960	568
3961	652
3962	18
3963	83
3964	412
3965	710
3966	68
3970	258
3971	59
3972	81
3973	368
3974	53
3975	1326
3976	85
3980	91
3981	746
3982	37
3983	3038
3984	20
3985	91
3986	381
3990	81
3991	81
3992	87
3993	817
3994	1327
3995	354
3996	2104
4000	323
4001	1533
4002	395
4003	146
4004	226
4005	85
4006	99
4010	536
4011	707
4012	37
4013	1367
4014	2104
4015	707
4016	412
4020	91
4021	19
4022	62
4023	648
4024	652
4025	65
4026	1558
4030	96
4031	90
4032	568
4033	325
4034	468
4035	85
4036	5
4040	91
4041	66
4042	91
4043	70
4044	61
4045	887
4046	33
4050	1326
4051	103
4052	127
4053	710
4054	115
4055	1596
4056	972
4060	148
4061	258
4062	226
4063	105
